0,0.200000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
1,0.200000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
2,0.200000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
3,0.200000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
4,0.200000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
5,0.400000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
6,0.500000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
7,0.550000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
8,0.685000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
9,0.900000,0.000000,2.300000,1.150000,0.000000,0.000000,0.000000,0.000000
10,0.200000,0.000000,2.300000,1.150000,1.375000,0.000000,1.300000,1.000000
11,0.200000,0.000000,2.300000,1.150000,2.000000,0.300000,1.300000,1.000000
12,0.200000,0.000000,2.300000,1.150000,2.000000,0.419000,1.300000,1.324000
13,0.200000,0.000000,2.300000,1.150000,2.000000,1.000000,1.057000,1.421000
14,0.200000,0.000000,2.300000,1.150000,1.850000,1.135000,0.987000,1.472000
15,0.200000,0.000000,2.300000,1.150000,1.800000,1.100000,1.000000,1.359000
16,0.200000,0.000000,2.300000,1.150000,1.850000,1.176000,1.073000,1.408000
17,1.400000,0.000000,2.300000,1.750000,-0.016000,0.000000,0.000000,0.000000
18,1.400000,0.000000,2.300000,1.750000,0.000000,0.000000,0.000000,0.000000
19,1.400000,0.000000,2.300000,1.750000,0.000000,0.000000,0.000000,0.000000
20,1.400000,0.000000,2.300000,1.750000,0.000000,0.000000,0.000000,0.000000
21,1.400000,0.000000,2.300000,1.750000,0.000000,0.000000,0.000000,0.000000
22,1.400000,0.000000,2.300000,1.750000,0.000000,0.000000,0.000000,0.000000
23,1.335000,0.000000,2.300000,1.733000,0.000000,0.000000,0.000000,0.000000
24,1.271000,0.000000,2.300000,1.637000,0.000000,0.000000,0.000000,0.000000
25,1.141000,0.000000,2.300000,1.588000,0.000000,0.000000,0.000000,0.000000
