0,0.000000,-0.087000,2.007000,1.359000,0.000000,0.000000,0.000000,0.000000
1,0.000000,0.068000,2.006000,1.375000,0.000000,0.000000,0.000000,0.000000
2,0.194000,0.029000,2.087000,1.376000,0.000000,0.000000,0.000000,0.000000
3,0.291000,0.126000,2.104000,1.472000,0.000000,0.000000,0.000000,0.000000
4,0.356000,-0.029000,2.233000,1.440000,0.000000,0.000000,0.000000,0.000000
5,0.291000,0.000000,2.346000,1.586000,0.000000,0.000000,0.000000,0.000000
6,0.194000,0.000000,2.443000,1.650000,0.000000,0.000000,0.000000,0.000000
7,0.227000,-0.165000,2.654000,1.570000,0.000000,0.000000,0.000000,0.000000
8,0.227000,-0.049000,2.718000,1.570000,0.000000,0.000000,0.000000,0.000000
9,0.194000,-0.068000,2.783000,1.424000,0.000000,0.000000,0.000000,0.000000
10,0.000000,-0.087000,2.864000,1.586000,0.000000,0.000000,0.000000,0.000000
11,0.000000,-0.107000,3.058000,1.408000,0.000000,0.000000,0.000000,0.000000
12,0.000000,-0.049000,3.139000,1.327000,0.000000,0.000000,0.000000,0.000000
13,0.000000,-0.049000,3.139000,1.246000,0.000000,0.000000,0.000000,0.000000
14,0.000000,0.223000,3.058000,1.230000,0.000000,0.000000,0.000000,0.000000
15,0.000000,0.476000,3.059000,1.343000,0.000000,0.000000,0.000000,0.000000
16,0.000000,0.825000,2.816000,1.618000,0.000000,0.000000,0.000000,0.000000
17,0.000000,0.825000,2.945000,1.505000,0.000000,0.000000,0.000000,0.000000
18,0.000000,1.330000,2.589000,1.586000,0.000000,0.000000,0.000000,0.000000
19,0.000000,1.505000,2.589000,1.569000,0.000000,0.000000,0.000000,0.000000
20,-0.145000,1.583000,2.508000,1.699000,0.000000,0.000000,0.000000,0.000000
21,-0.097000,1.796000,2.395000,1.618000,0.000000,0.000000,0.000000,0.000000
22,0.000000,2.223000,2.217000,1.505000,0.000000,0.000000,0.000000,0.000000
23,0.000000,2.243000,2.136000,1.553000,0.000000,0.000000,0.000000,0.000000
24,0.000000,2.320000,2.087000,1.489000,0.000000,0.000000,0.000000,0.000000
25,0.000000,2.437000,1.990000,1.456000,0.000000,0.000000,0.000000,0.000000
26,0.000000,2.398000,1.974000,1.489000,0.000000,0.000000,0.000000,0.000000
27,0.000000,2.340000,2.006000,1.408000,0.000000,0.000000,0.000000,0.000000
28,0.000000,2.242000,1.990000,1.553000,0.000000,0.000000,0.000000,0.000000
29,0.000000,2.107000,2.072000,1.537000,0.000000,0.000000,0.000000,0.000000
30,-0.032000,2.087000,2.168000,1.634000,0.000000,0.000000,0.000000,0.000000
31,0.000000,1.641000,2.314000,1.634000,0.000000,0.000000,0.000000,0.000000
32,0.000000,1.952000,2.152000,1.683000,0.000000,0.000000,0.000000,0.000000
33,0.000000,1.583000,2.249000,1.764000,0.000000,0.000000,0.000000,0.000000
34,0.000000,1.563000,2.249000,1.683000,0.000000,0.000000,0.000000,0.000000
35,0.000000,1.330000,2.347000,1.731000,0.000000,0.000000,0.000000,0.000000
36,0.000000,0.902000,2.492000,1.667000,0.000000,0.000000,0.000000,0.000000
37,0.000000,0.553000,2.638000,1.602000,0.000000,0.000000,0.000000,0.000000
38,0.227000,0.029000,2.945000,1.748000,0.000000,0.000000,0.000000,0.000000
39,0.227000,-0.029000,2.799000,1.570000,0.000000,0.000000,0.000000,0.000000
40,0.356000,0.000000,2.686000,1.391000,0.000000,0.000000,0.000000,0.000000
